number,post,label
0,الابتدائي حضوري حرام صغار مايتحملون كورونا قولو لنا حضرووووري او لا(؟!😪,anticipation
0,هم قصدهم ان يكون فيه شروط في درسه يعني حضوري قلوه من زمن,anticipation
0,يعيال تكفون الابتدئي حضوري ولا لا تكفون,anticipation
0,زبدة الموضوع حضوري او لا تحمسونا بلأخير عن بعد 🤦🤦🤦🤦,anticipation
0,بله نبي حضوري تكفى ابي اشوف اصدقاءي🤲🏻🤲🏻🌹😴😪😪😪😪,anticipation
0,والله مدرس نبي مدارس ابتدائية حضوري كلها,anticipation
0,يارب السنه الجايه عن بعد مابغى حضوري فيه أسباب مقنعه تخليني ابغى عن بعد خلو السنه الجايه عن بعد😭😭,anticipation
0,يارب يكون التعليم عن بعد السنه القادمه ويارب اي احد يتمنى ان تكون حضوري فا انا اتمنى ان يأتيه الاسهال طول اجازة الصيف,anticipation
0,يارب حضوري,anticipation
0,يا رب يا رب الفصل الثاني عن بعد ولي ما عنده النت المدارس مفتوحه روح اختبر وروح سلم واجباتك ما في عذر مثل النت هذا أولاً ثانياً الوزاره ما تعبت يوم سوت برامج وكل يوم تواجهه مشاكل بعد ما تعبوا وطلعوا لنا برنامج بعد تعب نقدر من خلالها الدراسه ف اكيد ما بخلون التعب الي واجهوه يروح كذا لازم يستمر الدراسه عن بعد ارفعوا تعليقِ,anticipation
0,نبي اليوم تعليق ناري على وازة تعليم قولو لا نريد. اختبارات عبرو في توتر أرجوكم,anticipation
0,حضوري تكفووون كل شيء رجع ما عاد المدرسه ؟؟ حضوورري 🙏,anticipation
0,طيب لو رجعوا الابتدائي حضوري المتوسط والثانوي يداومون كل يوم ولا يوم حضوري ويوم عن بعد اتمنى الرد,anticipation
0,يقولن إنو صف سادس حضوري صح ولا غلط,anticipation
0,نرجومن وزارة اتعليم تعود المدارس حضوري البتداي نرجو يارب 🥰,anticipation
0,ابغا ابتدائي حضوري بليزززززز,anticipation
0,نبغى حضوري,anticipation
0,المتوسط حضوري ولا عن بعد,anticipation
0,تكفون الا الرابعه وا الستون خلوه حضوري تكفون,anticipation
0,قولو حضوري,anticipation
0,يارب المدارس الابتدائية حضوري ويارب مافي ايجازه,anticipation
0,ياررررب حضوري ياجماعة هذي آخر سنة لي ابي اشوف المدرسة وصحباتي والله اشتقت 🥺🥺💔💔,anticipation
0,يا شباب الي صف اجمعة حضوري اتوقع انو فل فديو قال اجمعة انا ودي حضوري ولله ابتداي ماقل انو كلو الصفوف,anticipation
0,يا رب العالمين ان المدرسه حضوري 🤲,anticipation
1397550057252171779,...,anticipation
1381304810654294021,...,anticipation
1407491880762413059,...,anticipation
1411046781668888576,...,anticipation
1419682512524222465,...,anticipation
1236407985183903745,...,anticipation
1421838065107185669,...,anticipation
1411405039642497030,...,anticipation
1299615382601334785,...,anticipation
1346018854913372160,...,anticipation
1430838875467943940,...,anticipation
1418654647183622148,...,anticipation
1253979470542880768,...,anticipation
1371910405359030275,...,anticipation
1310989301711351815,...,anticipation
1290786854309109761,...,anticipation
1414863856007004160,...,anticipation
0,أرجوا كذلك ان تعود الدراسة حضوري للابتدائي في أقرب وقت لتعود حياتنا طبيعية مثل قبل و أحسن .,anticipation
0,اهم شي حضوري لو يدخلون بشاشة تلفزيون او ثلاجة,anticipation
0,السلام عليكم ورحمة الله هذا الفيلم رائع ومؤثر جدا لخص فيه أحداث شهور في دقائق فنسأل الله العلي القدير أن يرفع عن الأمة الإسلامية والأمة جمعاء هذا الوباء وأن يردنا إلى مساجدنا سالمين غانمين وأن لا يحرمنا من الصلاة في الحرمين وأن يرد كيد الكائدين وحقد الحاقدين على دولة التوحيد والسنة إنه ولي ذالك والقادر عليه . أخوكم محمد من الجزائر,anticipation
1302342451504574465,...,anticipation
1415911258600128514,...,anticipation
0,اتمنى اعادة النظر في عودة طلبة الابتدائي والله اغلب البيوت عندهم من يعانون من امراض مزمنه والاطفال ناقلين للمرض لصعوبة الزامهم بالالتزام ارجوك ياوزير التعليم والصحه ابنائنا امانه في اعناقكم,anticipation
1467884134274150404,...,confusion
1467873756488077317,...,confusion
1468636396076384259,...,confusion
1467794442950266882,...,confusion
1467804447833456640,...,confusion
1467603278372515840,...,confusion
1290250942273773568,...,confusion
0,لو كانت اللقاحات تحمي الشخص الملقح، فلماذا يخاف من غير الملقح؟؟ لو كانت لا تحمي بعد ثلاث جرعات ، فلماذا نثق بالرابعة ؟,confusion
1431188850357964801,...,confusion
1220814758724755457,...,confusion
1220834148748791813,...,confusion
1466044537353220101,...,confusion
1467507852717735946,...,confusion
1467695676607901699,...,confusion
1289367328233144320,...,confusion
1234449064936312834,...,confusion
1464825825405112323,...,confusion
1243121747899174913,...,confusion
1285919177178578945,...,confusion
1267850411693629440,...,confusion
1274756715645370368,...,confusion
1285103110470475776,...,confusion
1295847068175605760,...,confusion
1431617769934557189,...,confusion
1281879644367728642,...,confusion
1458704625637355524,...,confusion
1370116823530754048,...,confusion
1254602381423230976,...,confusion
1249440272754319361,...,confusion
1271428651410763776,...,confusion
1261321530438488064,...,confusion
0,وش دراهم انها بتنتهي هل يعلمون الغيب؟ او مفتعله منهم كورونا؟ والله ماعرفنالهم للان,confusion
0,لم افهم لم يتم اكتشاف السلاله الجديده الا من يومين او ثلاثة كيف عرفو ان اللقاحات يليق بها في هذه المده القصيره !!!؟؟؟ كيق تكون الابحات بهذه الدقة تعطي نتائج بهذه السرعة!,confusion
1366664837179260929,...,confusion
1401959012204265477,...,confusion
1238170893584601088,...,confusion
1325219087417544714,...,confusion
1438367777832714242,...,confusion
1382746318632783876,...,confusion
1339895552822169601,...,confusion
0,طيب احنا الحين فينا كورونا ومارحنا المستشفى عادي صح,confusion
0,مافهمت يعني نروح عمرة بدون تصريح,confusion
0,انا ماخذ جرعة اولى لي28يومين وللحين ماجاني اي شي على توكلنا رسالة؟,confusion
0,وكيف نعرف اذا احد مصاب ومافي مقياس للحرارة؟,confusion
0,عادي اتلقح ونا فيني كورونا؟؟؟؟!!!!! ليش بدون حاجه,confusion
0,بس سؤال ليش يطلب مني التطبيق اشغل ال بلوتوث,confusion
1466073096679526402,...,confusion
1466073096679526402,...,confusion
0,كيف تفشى الفيروس بهذه السرعة و الحجم في اوروبا بالذات لو كان اللقاحات كان لهم مفعول وقائي حقيقة سؤوال يطرح نفسه !!؟؟,confusion
1467110589310849026,...,confusion
1465686525706969094,...,confusion
0,العجيب في الأمر أن الفيروس يتحور ليصبح أقوى ولم نسمع عن متحور أصبح أضعف كيف ذلك,confusion
0,😵 ما فهمنا اي شيء,confusion
0,مش قالو إن الأعراض بكرونا تختلف عن اعراض الانفلونزا 🤔,confusion
1465371683439755274,...,confusion
1464737765640310786,...,confusion
0,كل واحد يقول كلام مختلف كلياً عن كلام الاخر. الحقيقة لا يعلمها الا الواحد الاحد,confusion
1295469686293921795,...,confusion
1366466985727569920,...,confusion
0,موضوع كورونا عجيب غريب,confusion
0,كيف ملقحين باوروبا وعم بيموتوا بالكورونا؟,confusion
0,مسلسل كورونا طويل جدا، لا نهاية له وماهو الحل؟ هل هو عقاب من الله او ابتلاء؟,confusion
1466190960405139456,...,confusion
1468037005699391488,...,confusion
1468675498851110914,...,confusion
1468458884390129667,...,confusion
1465330466421186569,...,confusion
0,والله ضاعت علينا الحقيقة لكن لا يوجد في التقرير مدى تأثير اللقاح على المدى البعيد يعني بعد سنوات من أخذه هل هناك مضاعفات,confusion
1340527974626549761,...,confusion
1411393871003721728,...,confusion
1288164517478883335,...,confusion
1390497118557769735,...,confusion
1265300662688133124,...,confusion
1416403462540177416,...,confusion
1402966378554949636,...,confusion
1367405150202126338,...,confusion
1406372377211064327,...,confusion
1407736241928478726,...,confusion
1429251980724252678,...,confusion
1411559675909140483,...,confusion
1346125810579734531,...,confusion
1241104646808231940,...,confusion
1324532043057954816,...,confusion
1221733965947600899,...,confusion
1401566298455293952,...,confusion
1291792540006600704,...,confusion
1467492182097637386,...,confusion
1244367214003830790,...,confusion
1363086758280364032,...,confusion
1466691269367840776,...,confusion
1387661147915051010,...,confusion
1341092633008107521,...,confusion
1412253954193473539,...,confusion
1291769031918321664,...,confusion
1307423533203623936,...,confusion
1273719668134621184,...,confusion
1463996830904360960,...,confusion
1469707038779482114,...,confusion
1469682900371226627,...,confusion
1316322860483391488,...,confusion
1333418413218271233,...,confusion
1410670934827180034,...,confusion
1466075793201770507,...,confusion
1466750991462805505,...,confusion
1464946838486851584,...,confusion
0,هل التهاب الحجنره يعتبر من اعراض اللقاح ؟ لاني خذت التطعيم و اليوم الي بعده خالطة و امس فحصت و النتيجه طولت و الصراحه ماعرف اذا ها من اللقاح ولا ياني كورونا,confusion
1467106092266180613,...,confusion
1437098422138556419,...,confusion
1466030457171152901,...,confusion
0,لا زلت غير ما مقتنع بالتطعيم,confusion
0,وصف التطورات اليومية ب "المرعب والمخيف والمقلق" غير مفيد لأحد,confusion
0,قلق و توتر كل ما أحجز موعد أرجع و أحذف,confusion
0,إن كان في التطعيم خير وحجج مقنعة فهي كافية ليبنى عليها حملات ترويج,confusion
0,هل نعود لقواعد الإغلاق؟,confusion
0,تحورات كورونا تثير الشك,confusion
0,الله يعتق المسلمين منة ومن شرة,confusion
0,متحور "دلتا" مثير الشك بسبب سرعة انتشاره,confusion
0,كيف نتعامل مع نوبات الاكتئاب في كورونا ؟,confusion
0,لزيادة الترهيب تم رفع الحالات اليوم,confusion
1431026941025562630,...,confusion
1467385420774318090,...,confusion
1300544452520546310,...,confusion
1469761749947666443,...,confusion
1467803918847688710,...,confusion
1468632383834497030,...,confusion
1467576199354454016,...,confusion
1468511377757290497,...,confusion
1328324837018898434,...,confusion
455217787603263488,...,confusion
1237064167707770880,...,confusion
1413327094571048976,...,confusion
1465573560471232514,...,confusion
1434537216626278403,...,confusion
1425435938998587397,...,confusion
0,تنقاض كبير قلق من بعض تراجع التطعيمات في بعض الدول وبنفس الوقت الكميات المعززه من الجرعات ليست هي الحل,confusion
0,أش هذا التناقض سرعوا عملية التطعيم بس حنا مش متأكدين من فاعلية اللقاحات؟؟؟؟!!!!,confusion
0,تصريح متناقض خذوا التطعيم ولكن قد يكون غير فعال,confusion
0,كيف عرفوا ووصلوا لهذه الادلة والمتحور ما كمل شهر,confusion
0,تم تطعيم أفريقيا بنسبة 6٪ فقط ،😏 واختفى فيروس كورونا عمليا 💥💥💥..,confusion
0,كنت في حيرة من أمري بخصوص تلقيح إسرائيل شعبها بنسبة 100% ولايوجد بينهم وفيات من اثر اللقاح كما نسمع في بقية الدول,confusion
0,المنظمات العالمية في حيرة بسبب كورونا وطرق تحديد أعراضه وسبل الوقاية منه ،,confusion
0,بعد فايروس كورونا ...هكرز يوقف وسائل التواصل الإجتماعي ويجعل العالم في حيره.,confusion
0,بين استمرار القصف والخوف من كورونا.. يعيش أهالي جبل الزاوية في حيرة من أمرهم📍 جبل الزاوية، ريف ادلب ، سوريا,confusion
1467183073829789704,...,confusion
1464686157242023944,...,confusion
1466010195977555974,...,confusion
1466020011051556872,...,confusion
1435359397539164162,...,confusion
1403694503228284930,...,confusion
0,هل بحة الصوت تعبتر من أعراض الكورونا,confusion
0,يادكتور زوجتي مصابة بل الفيروس وأنا لست مصاب 😢 ولله عجيب حتى كل عائلتي 7اشخاص مصابين وانا ليس لدي الفايروس,confusion
1466422542860759051,...,confusion
1469631819528257540,...,confusion
1469702786669494272,...,confusion
1469651249536638984,...,confusion
1466960478484279308,...,confusion
1467693698725158913,...,confusion
1340682578702049286,...,confusion
1356528589290758147,...,confusion
1408325507012247554,...,confusion
1345263548646240256,...,confusion
1462934387868278788,...,confusion
1408329561851506691,...,confusion
1422709370396237825,...,confusion
0,والله العظيم احترنا نصدق مين ونكذب مين يارب احمينا وكفنا شر المرض اللهم من ارادنا بشر اشغله في نفسه وأجعل تدبيره تدميرا له,confusion
1265095214844317703,...,confusion
1336321847206400004,...,confusion
1438352745090650122,...,confusion
1240650963964309504,...,confusion
0,اللي يحير العقل كيف الصين مصدر الوباء عدد الإصابات اقل بكثير من الاصابات في اوروبا وأمريكا شي يثير الشك والريبة,confusion
0,دكتور يعني في حالة الإصابة بكورونا ماذا ناخذ ما هو الدواء المناسب !أغاب الاطباء لدينا يوصفون أزيثرومايسين.,confusion
0,دكتور هل يمكن للمصابين بكرونا دون أعراض نشر المرض مثل المصابين بأعراض ؟؟,confusion
0,دكتور كم المدة التي يصبح فيها مريض كرونا لا ينقل العدوى ؟؟ هل حتى يشفى بصفه نهائيه وتصبح نتيجة الفحص سلبيه ام من خلال بعض ايام فقط.,confusion
0,دكتور لو سمحت ماهو الدواء الذي تنصحنا به لو سمح الله اصبنا .,confusion
0,دكتور العلاج يضارب مع اللقاح أم لا .,confusion
0,ارجوك دكتور ارجوك جاوبني انا برضع واصبت بكرونا ممكن اخذ دواء ازيكس .,confusion
0,هل هناك امور دكتور تفسد اللقاح مثل غسل جميع اعضاء الجسم لمدة يومين جزاك الله خير ؟.,confusion
340190168390701057,...,confusion
1322135422802284544,...,confusion
1466472308273565698,...,confusion
1463905356388708357,...,confusion
1464001708414095365,...,confusion
1464292526366593035,...,confusion
1466332370106294272,...,confusion
1421812265909633033,...,confusion
1421846964866621441,...,confusion
1435925470848106503,...,confusion
1466928335544631296,...,confusion
1462495840128409602,...,confusion
1433052875614265352,...,confusion
1449005530010243078,...,confusion
1464531604936744967,...,confusion
1454526235799924737,...,confusion
1454429065948110850,...,confusion
1401240171127922688,...,confusion
1268590116316069891,...,confusion
1236695607097659398,...,confusion
1466829141446123531,...,confusion
1468252419750764545,...,confusion
1468324120119152651,...,confusion
1467557952622153731,...,confusion
1409227134246207490,...,confusion
0,لبعض يقول اي أحد اخذ الجرعه الاولى من اللقاح ، وبعد مده اصيب بزكام ورشح وعمل مسحه ، من الطبيعي راح تكون الحاله ايجابيه ويقولون له مصاب بكورونا لأن فيه من الفايرس موجود ف اللقاح الذي اخذه . اتكلم باالتحديد عن لقاح فايزر . فهل اخذ مسحه بعد أخذ اللقاح طبيعي تظهر الحاله ايجابيه ؟؟,confusion
0,هل تعتبر الكحة الجافة بدون ارتفاع حرارة او ضيق تنفسي دليل للأصابه بكورونا,confusion
0,ابي اعرف هل اخذ اللقاح ذا والا لا ؟؟,confusion
0,حس باعراض امس خالطت وحده الصباح يعني اليوم هو اليوم الثاني او الاول؟,confusion
0,في المنزل احد افراد اسرتي يعاني كورونا كيف نتعامل معه؟؟,confusion
0,الله يشفيك يارب عندي استفسار اخوي الشخص اذا اصيب ب كورونا وش يحدث ب تطبيق توكلنا هل الشخص محصن بعدها وكم يوم تاخذ فترة تعديل الحالة وهل لازم تعدلها من تطمن ولا توكلنا يغير من حاله من تاريخ المسحة بعد الشفاء بإذن الله,confusion
0,شالخرابيط كيف تجي سلبيه والشخص مصاب؟!!عندكم تخبط مو طبيعي,confusion
0,كم رقم بلاغات التجمعات!؟🙂ببلغ,confusion
0,هل من اعراض كورونا الزكام لفترة طويلة لدرجة فقدت حاسة السم والتذوق؟ بدون اي اعراض اخرى؟,confusion
0,طيب لقى علاج للكرونا ولا اشاعات,confusion
0,1شباب وش رايكم باللقاح هل هو خدعه ام دواء اي شخص اخذا اللقاح من قبل ؟ 🙂 بدون تجاوزات رجا حوار راقي رايك شنو,confusion
0,كيف تفشى الفيروس بهذه السرعة و الحجم في اوروبا بالذات لو كان اللقاحات كان لهم مفعول وقائي حقيقة سؤوال يطرح نفسه !!؟؟🤔,confusion
0,لسؤال المطروح، أين هي فعالية اللقاحات؟؟؟ 65 ٪ من الألمان تلقوا اللقاح.,confusion
0,والسؤال المطروح أيضا ،لماذا للأطقم الطبية، أو لنقل موظفي قطاع الصحة يرفضون تلقي اللقاح؟؟,confusion
0,شكرا دكتورنا المحترم لدي سؤال ما دام أن فحص المريض بعد التعافي ان كان إيجابي فهو غير معدي فلماذا وجب اجراء مسحتين متتاليتين بعد التعافي هل يمكن الاكتفاء بمسحة واحدة,confusion
0,دكتور ياليت ترد انا صارلي اكثر من ٧ ايام منحجره لانه فيني كرونا من تاريخ ٩ الين الحين وتاريخ ١٩ اخلص الحجر ف هل اقدر اسافر واخالط الناس او لا اذا سويت المسحه وطلعت ايجابيه ؟,confusion
0,دكتور انا اخذت اول جرعه مودرنا وبعدها بيومين سويت مسحه وطلعت نتيجتي ايجابيه وعزلت نفسي عندي سوال متى المفروض اخذ الجرعه الثانيه انا اعراضي كانت جد خفيفه,confusion
0,دكتور شهر وعشرة أيام مازلت اعاني من عدة أعراض...متى يكون الشفاء تماما وكم تستغرق المدة؟ شكراً,confusion
1467367858409771008,...,confusion
0,اذا كان اللقاح لا يمنع من العدوى فما جدوى اللقاح اذن. هذا الوباء جديد على الاطباء لذالك تجدهم في حيرة في تشخيص الفيروس واجبارية اللقاح. فمنهم من يؤيد اللقاح ومنهم من يعارضه. والناس في حيرة بينهما,confusion
0,تقسم بالله لم أفقه شيء ، هدا هو الضحك على الدقون ، في الأول قالو كورونا تقتل واحد و اثنان بالمائة من البشر اللي كبير في السن و عندو امراض طيب، الان يموت رغم اللقاح الكبار و اللي عندهم امراض، ارجوكم فهموني ما هدا الهبل . مع العلم ان اللقاحات التقنية الجديدة mrna and adenovirus قتلت شباب في عمر الزهور بجلطات او اصحاب فقر الدم، و تصيب عدد من الناس بالشلل النصفي المؤقت عند اخد لقاحات جونسون و استرازينيكا و أيضا فايزر، اللقاحات الصينية اقل ضرر على ما يبدو و الله اعلم,confusion
0,بعد ان تلقت كثير من الناس اللقاح ازدادت الإصابات ياترى ماالسبب,confusion
1444406104725798928,...,confusion
1466371958304657408,...,confusion
1469782181966921731,...,confusion
1469652117975715847,...,confusion
1438352745090650122,...,confusion
1422586808047648773,...,confusion
1437606485798785024,...,confusion
1429699291048779781,...,confusion
1412065543377625088,...,confusion
0,وبدون سبب. اصبح تنفسي ضيق جدا. بدون اي اعراض توجد فالفيديو الا الاسهال. يا ترا هل يمكن ان يكون كورونا و العياذ بالله؟,confusion
1421528071384051714,...,confusion
1370116823530754048,...,confusion
1325819900431110144,...,confusion
1292267238653911040,...,confusion
1393000507665494018,...,confusion
1273367027428864005,...,confusion
1367144989151625218,...,confusion
1375369679200514048,...,confusion
1303929172952256517,...,confusion
1267872118982807553,...,confusion
1366544655895195648,...,confusion
0,قررت أني أخذ اللقاح بعد العيد ان شاء الله. تنصحوني في لقاح #لقاح_فايزر ولا #لقاح_أسترازينكا ؟,confusion
1288134718807040005,...,confusion
1269032650800615424,...,confusion
1349297269275848704,...,confusion
1276672274267959297,...,confusion
1321484095105437696,...,confusion
0,يا جماعه انا فيني بس ضيق تنفس من بدايه 2020 يعني كذا فيني كورونا ?,confusion
0,ماعرفنا لكم مره مايموت وخفيف ومره يموت ويخوف وخطير,confusion
0,فى المنزل احد افراد اسرتي يعاني كورونا كيف نتعامل معه,confusion
1242792546750914560,...,confusion
1398901998301368323,...,confusion
0,ليش ما يكون امكانية تصنيع اللقاح لأي متحور موجودة بالممملكة؟ يعني امكانية تصنيع اللقاح لأي فيروس مهما تحور ليش ما تصير موجودة بالممملكة؟,confusion
1444322451706494977,...,confusion
0,يشاع أن اللقاح يسبب العقم هل هذا صحيح أم إشاعة فقط أرجو الإجابة من فضلكم,confusion
0,بس ليش صار فيه تحورات؟,confusion
1464871576206196738,...,confusion
1467828921924263939,...,confusion
1466089042940809222,...,confusion
1465732260079050769,...,confusion
1429502555143479300,...,confusion
1428610821580632068,...,confusion
1467859274969849862,...,confusion
1466157796840386563,...,confusion
1466763638337851398,...,confusion
1466841678451560457,...,confusion
1465131634747977731,...,confusion
1236044815957139457,...,confusion
1415028901475196939,...,confusion
1418969833467793415,...,confusion
1466129061730820101,...,confusion
1465075194872180737,...,confusion
1373090521669906433,...,confusion
1467419625705164800,...,confusion
1350517273765801984,...,confusion
1429504701364641794,...,confusion
0,احس الجرعات هاذي مالها مفعول لان لو لها مفعول ماتنتشر,confusion
1448992038503043073,...,confusion
1448992290832269324,...,confusion
1448992290832269324,...,confusion
1448992290832269324,...,confusion
1468174079836528644,...,confusion
1466791440294502403,...,confusion
1415400788617277442,...,confusion
1461828213848645643,...,confusion
1461112641695399937,...,confusion
1459427007113084935,...,confusion
1440355508238499852,...,confusion
1461552525392420875,...,confusion
1430340299440730116,...,confusion
1329518033283534857,...,confusion
1411063217950969861,...,confusion
1464284486674399237,...,confusion
1287009706762891264,...,confusion
1433052034119446536,...,confusion
1430709164372893697,...,confusion
1467178552915337217,...,confusion
1466796246300082178,...,confusion
1467838298295095297,...,confusion
1466150588404666375,...,confusion
1465988424888901632,...,confusion
1444481824072286210,...,confusion
1444414775841206273,...,confusion
1444689768114184195,...,confusion
1467832395655266308,...,confusion
1462865067083550720,...,confusion
1460621948166324229,...,confusion
1339663507889991682,...,confusion
1383139775784304643,...,confusion
1460288780208857094,...,confusion
1310817231165677568,...,confusion
1466367857906888708,...,confusion
1468895724633047042,...,confusion
1401748428342837248,...,confusion
1413545064714940416,...,confusion
1428487290813353984,...,confusion
1468726828269453315,...,confusion
0,اللقاح موجود لكل متحور وقبل ان يظهر 🤔,confusion
0,هل يمكن ان يكون اللقاح سبب تحور الفيروس وان يصبح اشد عدوانية ... الله اعلم وحتى وان كان كذلك فلن نعلم ابدا ...,confusion
1302073866299342849,...,confusion
1431055916024086533,...,confusion
1468679022058127365,...,confusion
1468688573356548100,...,confusion
1467790523024822279,...,confusion
1469399088311545864,...,confusion
1468928364660543492,...,confusion
0,🦥 ايش سالفه كرونه ياخييي,confusion
0,ياخي يقولو انو لقاح كرونا يسبب امراض ويقتل بعد سنه ويسبب التهاب بلقلب هل صدق هاذا؟,confusion
0,كتور انا عانيت من فيروس كورونا منذ٥ اشهر ولازلت اعاني المشكلة يا دكتور اني مضطرة اعمل عملية على الكليةلاستخراج الحصوات وانا خاءفة هل اعملها ولا لا جاوبني ارجوك دكتور في اسرع وقت ممكن ارجوك دكتور وجزاك الله كل خير,confusion
0,لسلام عليكم دكتور من فظلك محتاجة تفسير لحالتي لديا خذران في كامل الجسم ولا استطيع المشي مشيا سليما ولا استطيع صعود الدرج رغم اني اجريت الفحوصات وكلها سليمة وطبيب الذي اجرى لي راديو emg قالي لقد اصبتي بالكورونا منذ اشهر اريد تفسير على حالتي,confusion
0,السلام عليكم دكتور ماذا يعني ان الالتهاب خف لمريض كورونا في العناية وعلى التنفس الصناعي ومريض سكر و كانت نسبة الالتهاب ٥٥,confusion
0,دكتور الاسهال في حالة كورونا يأخد وقت طويل علما ان عند مدة تفوق 17يوم من العدو ومكان عندي اسهال الامرة واحدة لكن الربعة ايام الاخيرة صار عندي اسهال هاذي لس من اعراض كورونا يادكتور او بسبب أخر,confusion
0,دكتور ارجوك جاوب زوجي مصاب بكورنا بلدم هل يشافه بسرعه يارب السفاء,confusion
1467834960644083722,...,confusion
0,يبقي السؤال الذي لم يجب عنه احد ، من اين اتى كورونا كيف ولماذا,confusion
0,دكتور سلام عليكم انا مصابه بفيروس كورونا منذ ٧ ايام والان انا حجرت نفسي بغرفه كم احجر نفسي ومن ثم اختلط مع اولادي وبناتي,confusion
0,انا كنت مصاب بكورونا والحمدلله كملت ٢٥ يوم من يوم المسحه الإيجابية .. بس بقى عندي سعال خفيف وزي الثقل في الصدر، مش ضيق تنفس بل ثقل بين الحين والآخر .. هل اعتبر متعافي ؟ وهل اقدر اخالط وأروح دوامي بدون ما اعدي حد! علمًا بانه لا توجد عندنا مسحه ثانيه للتأكد اذا الفيروس مازال موجود او لا .. أرجو وشكرا جزيلا دكتور.,confusion
0,فيروس #كورونا يحير العلماء ويراوغ من جديد ويقتل مصابيه بالتسلل لقلوبهم,confusion
0,اوقات أشك مافي كورونا ووقات اقول كورونا لعبة مصطنعة ووقات اقول كورونا مرض خطير!!,confusion
0,الله أكبر كل يوم يكتشفون أعراض جديده لهذا الوباء... نسأل الله السلامه قبل الندامه 😓,confusion
0,لاحول ولا قوة الا بالله العلي العظيم يارب لطفك _ مرات تقولون بتلف فالرئة ومرات الكبد ومرات الدماغ وحاليا القلب الإعلام بحد ذاته فيروس مرعب,confusion
1465124237061115910,...,confusion
0,كورونا رجعت مسرحية طويلة ومملة ،،,confusion
0,ميكرون = كرونا جيل جديد الله يخلف متى النهاية,confusion
14696963576990474260,...,confusion
1469745964521037829,...,confusion
1469730005869600771,...,confusion
1469628622331863042,...,confusion
0,الانفلونزا العادية عندما تجيني با بتعب من الام في كل العضلات والمفاصل .. كيف تعرف نميز بين اعراض الانفلونزا واعراض الكورونا؟,confusion
0,هل المسحة تفرق بين الزكام لأن شخص سوا مسحة وهوفي حالة زكام وطلعت إيجابية رغم وجود اعراض,confusion
0,متي ممكن اخذ الجرعة الثانية من اللقاح اذا كان الشخص مخالط,confusion
0,طبعا انا اخذت كل مايلزم من فيتامينات ومعادن رغم ان تحاليلي كويسة واكيد بقولك اني كبيره في السن 55 ولكن ليس عندي سكر ولا ضغط بس موش عارفه ليش جاتني قوية رغم ان زوجي اكبر مني بكثير ولم توذيه,confusion
0,يقال عدد سكان المانيا 81مليون نسمه والي اخذوا اللقاح 83مليون وكل يوم 70 الف مصاب اشلون يعني ؟,confusion
0,الطبيب اعطاني أكسارونت 5بعد التعافي من كورونا والطبيب قال لي أستخدمه لمدة شهر ونصف فهل يجب ان أجري تحليل D-Dimerكل فتره أم ماراي حضرتك ؟,confusion
0,السلام عليكم دكتور اجريت تحليل قبل اسبوع وطلع عندي كورونا وعزلت نفسي لحد الان لاتوجد عندي اي اعراض والحمدلله كم المده التي ابقي فيها بالعزل ؟,confusion
0,السلام عليكم سؤال مالاضرار التي خلفها كورونا في الجسم,confusion
1467561639713153026,...,confusion
1241724270801301505,...,confusion
1371137180727402498,...,confusion
1380171428117512193,...,confusion
1385053535021187075,...,confusion
1270638247589416960,...,confusion
1370723581915762691,...,confusion
1470957106803130374,...,confusion
1380444729914052608,...,confusion
1273257032947249152,...,confusion
1403505729126928392,...,confusion
1467925119758524417,...,confusion
1468457518527569921,...,confusion
1469749937248391170,...,confusion
1469759147176599553,...,confusion
1467367858409771008,...,confusion
1469642782449061892,...,confusion
1469404131672666116,...,confusion
1468868592141799424,...,confusion
1468565765465030656,...,confusion
1468577126911782912,...,confusion
1467489991492313094,...,confusion
1466034130920087561,...,confusion
1439937480342614017,...,confusion
1406919226946957317,...,confusion
1406921779042570242,...,confusion
0,😁متحور مكسموس هو الأخطر،🤔 و يبقى السؤال من أين جاءت كورونا و من المستفيد.,confusion
0,كورونا،متحور دلتا،متحور بعشرة،يعني اللقاح لن ينتهي، وماذا يفعل اللقاح لجسم الإنسان؟ وماذا سيقع للناس الملقحين في المستقبل؟,confusion
1443644450354442240,...,confusion
1420370612351086603,...,confusion
1341583821817454593,...,confusion
1427920915204083713,...,confusion
1468248037587927050,...,confusion
1468243644041863175,...,confusion
1469682305870532611,...,confusion
1469664828000194566,...,confusion
1315857460603899905,...,confusion
1385547221584728069,...,confusion
0,العام الماضي كان الاصابات بالالاف والوفيات قليله جدا اقل عام وفاة والان جت اللقاحات وكثرة الوفيات والاصابات اقل بكثير من العام الماضي الفيروس تغير والا وش السالفه,confusion
0,توقع خاطئ لأنه لا يمكن لأي دولة تطعم كل سكانها في سنة او سنتين الا لو كانت مثل الدول الصغيرة بعدد 2 مليون/ ايضا يوجد ناس يرفضون التطعيم فكيف التصرف معهم؟,confusion
0,لايوجد لقاح للزكام اما الانفلونزا فهو توقع لقاح سنوي يعني يتوقعون نوع التحور ويسوون اللقاح وانت وحضك والايدز صار لهم مية سنه والكورونا حديث ولسا مو عارفين عنه شي ويقول لك اكتشفنالقاح,confusion
0,الى الان لا يوجد لقات فعال بنسبة 100% للكروناااااااا مازال العالم في حيرة !,confusion
